fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0.13979228414112635,2.1149030043433106,-2.164420744847362,-0.6998776764020797,0.523571590539718,-1.0689655229362738,-1.410881499240727,1.100663783826854,1.7791895192162273,0.1776318262408645,-0.9691108011050317
0.4429023670370073,3.184749092108248,-2.164420744847362,-0.5443298043230818,1.120402903510779,-0.28256754347250307,-0.8296756725928263,0.7634255131923442,-0.1536207721016757,0.9790282647977393,-0.6318006263297596
0.4429023670370073,2.4715183669316234,-1.8926127391540324,-0.6109931780712238,0.957630727245944,-0.844280385946625,-1.0586355436965447,0.8308731673192387,0.2204715423469487,0.7786791551585204,-0.6318006263297596
3.0193380716519984,-0.381404533774876,1.640891334859251,-0.6998776764020797,0.4964428944955788,-0.7319378174518006,-0.95296175703329,1.1681114379537485,-0.4030156484007605,0.31119789933367636,-0.6318006263297596
0.13979228414112635,1.877159429284436,-2.164420744847362,-0.7220988009847936,0.4964428944955788,-0.9566229544414494,-1.3052077125774724,1.100663783826854,1.7791895192162273,0.1776318262408645,-0.9691108011050317
0.5186798877609781,1.5205440666961234,-1.7567087363073675,-0.7665410501502216,0.3336707182307443,-0.844280385946625,-0.9705740548104992,0.6285302049385177,0.4698664186460335,-0.49019853922319806,-0.9691108011050317
0.0640147634171556,1.8177235355197172,-2.164420744847362,-0.8554255484810774,0.22515593405418768,-0.844280385946625,-1.6398413703444457,0.02150131779642993,1.0310048903189757,-0.4234155026767921,-0.46314553894212435
0.4429023670370073,1.4016722791666858,-2.0285167420006966,-0.6776565518193657,0.44218550240730053,-1.1813080914310983,-1.6926782636760729,0.7634255131923442,0.8439587330946607,0.24441486278727004,-0.884783257411214
0.21556980486509641,0.9261851290489361,0.28185130639260336,0.2334095560719072,0.38792811031902225,-0.7319378174518006,-0.21324525039050718,1.100663783826854,0.7816100140198909,1.7804247033546141,-0.04150782047303466
-0.39065036092666616,1.4016722791666858,-1.6208047334607025,-0.7220988009847936,1.0932742074666397,-0.844280385946625,-0.8649002681472444,0.4599110696212816,0.34516898049649114,0.04406575314805191,-1.1377658884926685
-1.2242030888903404,1.6096979073432016,-2.164420744847362,-0.7665410501502216,0.8762446391135266,-0.7881091016992128,-0.9705740548104992,-0.07967016339394925,2.215630552739627,-0.08950031994476068,-0.547473082635942
